page_number,text,source
25,"25 105. On July 19, 2022, the ICC replied to Uprights email from the prior day and stated that [o]nce [Upright] chooses an industry classification source, it will need to keep that source and follow it without deviation (with only very limited exceptions). The Board does not need to approve the classification source, nor can you ask the Board to approve an override of an industry classification provided by the source. The purpose in picking a reputable, third-party source is to mitigate the conflicts with [Upright] (or the Board) determining the industry classifications. 106. Additionally, via the Upright Email Address, Upright submitted a series of proposals to the ICC on August 17, 2022, including that Upright would engage legal counsel before November 1, 2022, to conduct a proxy vote on changing the industry concentration limit. 107. On January 3, 2023, the ICC issued its final report pursuant to the 2021 Order (Final Report), a copy of which the ICC sent to the Upright Email Address. 108. In the Final Report, the ICC stated that it disagrees with [Uprights] proposals and the original recommendations still apply, noting that [a]fter [Upright] implements the recommendations, it can then consider a proxy to shareholders to make changes to the industry concentration limits. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 25 of 51 PageID: 90",comp26286.pdf
26,"26 C. Defendants Concentration Policy Violations Harmed the Fund and its Investors. 109. Defendants decision to ignore the 2021 Order and ICC reports, and to wait until June 2023 to begin reducing the Funds holdings of Company A stock, caused significant harm to the Fund and its investors. 110. Prior to the Relevant Period, the Fund bought its shares of Company A stock for an average price of approximately $12.84 per share; nearly all of these purchases occurred prior to the Relevant Period. 111. Defendants waited until June 28, 2023, through September 29, 2023, to sell Company A shares, during which time Defendants sold Company A shares at a daily average rate of approximately 30,000 shares per day on 17 trading days (Average Rate). 112. These sales did not have any material price impact on Company As shares. 113. Between June 28, 2023, and September 29, 2023, Defendants sold 413,138 shares of Company A stock held by the Fund at an average price of $6.54 per share during this time. 114. In light of the Funds cost basis, these sales resulted in an actual loss to the Fund of $2,606,716. 115. If Defendants had begun to reduce the Funds holdings of Company A stock beginning on November 24, 2021, at the Average Rate, they would have sold Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 26 of 51 PageID: 91",comp26286.pdf
27,"27 a total of 498,111 shares over the course of 17 consecutive trading days at an average price of approximately $10.80 per share. 116. Accordingly, these hypothetical sales would have resulted in a hypothetical loss to the Fund of approximately $1,016,322. 117. It is reasonable to assume that Defendants selling Company A stock at the Average Rate would have no price impact in November 2021 since it had no price impact when Defendants sold Company A stock at the Average Rate between June 28, 2023, and September 29, 2023. 118. Accordingly, by waiting until June 28, 2023, to begin selling its share of Company A stock, the Fund lost an additional approximately $1,586,394. 119. During the Relevant Period, Upright charged the Fund a total of approximately $541,087 in advisory fees, of which Chiueh received a portion personally as Uprights owner and as compensation for providing investment advice to the Fund. 120. Of this amount, Upright charged approximately $100,169 in advisory fees on the assets in the Funds portfolio that exceeded the 25% Concentration Policy limit. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 27 of 51 PageID: 92",comp26286.pdf
28,"28 D. Chiueh Misstated the Funds Concentration Policy in Filings with the Commission. 121. Chiueh prepared and approved for filing with the Commission two SAIs for the Fund that falsely stated that the Fund had a Concentration Policy of 50% during the Relevant Period. 122. On June 7, 2022, Upright Trust filed an SAI with the Commission (June 2022 SAI). 123. Chiueh prepared and approved for filing with the Commission the June 2022 SAI. 124. The June 2022 SAI stated that the Fund maintained a fundamental policy that it shall not invest more than 50% of its assets in any one industry. 125. On January 26, 2023, Upright Trust filed an SAI with the Commission (January 2023 SAI). 126. Chiueh prepared and approved for filing with the Commission the January 2023 SAI. 127. The January 2023 SAI stated that the Fund maintained a fundamental policy that it shall not invest more than 50% of its assets in any one industry. 128. Chiueh knew, or recklessly disregarded, that the statements in the June 2022 SAI and January 2023 SAI that the Fund had a 50% Concentration Policy limit were false, because, as described in paragraphs 34 through 42, the Funds registration statement contained a 25% Concentration Policy limit and the Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 28 of 51 PageID: 93",comp26286.pdf
29,"29 Fund did not conduct a proxy vote of its shareholders to change this limit during the Relevant Period. 129. In the alternative, Chiueh was negligent as to the falsity of these statements because a reasonable investment adviser would exercise reasonable care in its disclosures of its clients fundamental investment policies, yet Chiueh failed to do so. 130. Chiuehs false statements were material because a reasonable investor in the Fund would consider statements about the Funds fundamental policies (like this policy) to be important in making an investment decision in the Fund. IV. DEFENDANTS MISCONDUCT WITH RESPECT TO THE BOARD A. Defendants Failed to Furnish the Board with Information Reasonably Necessary to Evaluate the Renewal of Uprights Advisory Contract, and Chiueh Made Misleading Statements About that Process. 131. The Investment Company Act establishes requirements for how a mutual fund enters into or renews an advisory contract with an investment adviser. 132. Pursuant to Investment Company Act Section 15(c) [15 U.S.C.  80a- 15(c)], it is unlawful for any mutual fund to enter into or renew any advisory contract unless the terms of the contract are approved by a vote of a majority of the independent directors of the mutual fund. 133. Section 15(c) further states that [i]t shall be the duty of the directors of a registered investment company to request and evaluate, and the duty of an Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 29 of 51 PageID: 94",comp26286.pdf
30,"30 investment adviser to such company to furnish, such information as may reasonably be necessary to evaluate the terms of any contract whereby a person undertakes regularly to serve or act as investment adviser of such company. 134. In 2004, the Commission adopted a rule and form amendments requiring that, when a fund board approves or renews any advisory contract, the funds next shareholder report must discuss, in reasonable detail, the material factors and conclusions that supported the directors approval or renewal of that contract. See Disclosure Regarding the Approval of Investment Advisory Contracts by Directors of Investment Companies, Investment Company Act Release No. 26486 (Jun. 30, 2004). Funds must include a discussion in their shareholder reports concerning, among other things, the nature, extent, and quality of the services to be provided by the investment adviser. Id. In addition, funds must include a discussion concerning the costs of the services to be provided and profits to be realized by the investment adviser and its affiliates from the relationship with the fund. Id. 135. From November 24, 2021, through September 30, 2023, Defendants did not provide the Board with information reasonably necessary to evaluate the terms of Uprights advisory contract with Upright Trust. 136. Defendants did not provide the Board with information before Board meetings regarding the renewal of Uprights advisory contract. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 30 of 51 PageID: 95",comp26286.pdf
31,"31 137. The only information that Defendants provided to the Board during meetings to approve Uprights advisory contract concerned Upright Trusts funds performance. 138. For example, the Board met virtually on May 26, 2022, attended by Chiueh, Uprights office manager, and three trustees (including Trustee 1). 139. One of the purposes of the Board meeting was to approve the renewal of Uprights advisory contract with Upright Trust. 140. Prior to the meeting, Chiueh did not provide the Board with information concerning Uprights advisory contract. 141. During the meeting, other than a discussion of the Upright Trusts funds performance, Chiueh did not provide the Board with information about the renewal of Uprights advisory contract. 142. Yet, Chiueh stated in the January 2023 SAI that, during the May 26, 2022, Board meeting, the Board was supplied with supporting information from [Upright] in advance of the meeting[,] that the Board discussed the nature, quality and extent of services that [Upright] provides the Fund[] and a Comparison with Other Contracts and Other Clients, considered the  Cost of Services and Profits to be realized by [Upright] and received and considered information regarding whether [Upright] had realized economies of scale. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 31 of 51 PageID: 96",comp26286.pdf
32,"32 143. As Chiueh well knew, or recklessly disregarded, these statements in the January 2023 SAI were false because Chiueh, the Board chairman who attended the meeting, did not provide the Board with this information either before or during the Board meeting other than information about Upright Trusts funds performance. 144. Chiueh made these false statements to make it appear as though the Board had considered the factors set forth in Gartenberg for purposes of satisfying its obligations under Investment Company Act Section 15(c), when it had not. 145. In the alternative, Chiueh was negligent as to the falsity of these statements because a reasonable investment adviser would exercise reasonable care in his disclosures relating to information he provided the Board and what information the Board considered in evaluating with to renew the advisory contract, yet Chiueh failed to do so. 146. Chiuehs false statements were material because a reasonable investor in the Fund would consider statements about what a mutual funds Board considered when deciding whether to renew an investment advisers advisory contract to be important when making an investment decision in the mutual fund. 147. On top of not providing the Board with the information listed in paragraphs 133-134, and 142, Defendants also withheld from the Board key information about Defendants compliance with the securities laws and then, when Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 32 of 51 PageID: 97",comp26286.pdf
33,"33 Defendants did provide such information, Chiueh made misrepresentations to the Board about his conduct. 148. Chiueh did not share the 2019 Deficiency Letter with the Board either before or during the Relevant Period, despite the Examinations staffs request that Chiueh forward to them the results of any Board review undertaken in response to the 2019 Deficiency Letter. 149. Defendants also did not provide the Board with the 2021 Order until September 13, 2022and just hours before that days Board meetingeven though the Board met on May 26, 2022, as well. 150. It was not reasonable for the Board to sufficiently evaluate Uprights services without being furnished with the information related to Uprights securities law violations arising from its management of the Fund. 151. Although Chiueh finally did provide the Board with the 2021 Order by email from the Upright Email Address hours before the Board meeting on September 13, 2022, he misled them during the meeting about his conduct by stating that the violation of the 25% Concentration Policy limit had been resolved four years prior, when it had not. 152. Similarly, Chiueh did not share the Preliminary Report with the Board until September 13, 2022, as an attachment to the same email that transmitted the 2021 Order. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 33 of 51 PageID: 98",comp26286.pdf
34,"34 153. When Chiueh provided the Preliminary Report to the Board, he misled the Board about the ICCs recommendations contained therein. 154. Specifically, Chiueh told the trustees that the ICCs findings in the Preliminary Report regarding the Funds violations of its 25% Concentration Policy limit were mistaken because the Fund had allegedly conducted a shareholder vote in August 2018 to change its Concentration Policy limit. 155. As Chiueh well knew, the Fund did not conduct a shareholder vote to change its Concentration Policy limit in August 2018 and had not done so as of September 13, 2022. B. Defendants Aided and Abetted the Retention of an Accountant for Upright Trust Without a Vote by a Majority of the Board. 156. Under Investment Company Act Section 32(a)(1) [15 U.S.C.  80a- 31(a)(1)], it is unlawful for any mutual fund to file with the Commission any financial statement signed by an independent public accountant unless such accountant was selected by the vote of a majority of the independent directors of the mutual funds board of directors. 157. In or around September 2022, Upright Trusts audit firm, which had audited Upright Trusts financial statements since the fiscal year ending September 30, 2018, resigned. 158. On or about September 30, 2022, Chiueh identified Auditor 1 as a candidate for Upright Trusts independent public accountant. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 34 of 51 PageID: 99",comp26286.pdf
35,"35 159. Auditor 1 is a certified public accountant licensed in New Jersey. Neither Auditor 1 nor his firm have ever been registered with the Public Company Accounting Oversight Board. 160. On or about October 5, 2022, Trustee 1 met with Auditor 1 virtually to discuss Auditor 1s potential candidacy to serve as Upright Trusts independent public accountant. 161. No other member of the Board attended the October 5, 2022, meeting. 162. On or about October 24, 2022, Chiueh told Trustee 1 that he had decided to retain Auditor 1 to be Upright Trusts independent public accountant. 163. Also on or about October 24, 2022, Trustee 1 signed an engagement letter with Auditor 1. No other member of the Board signed the engagement letter. 164. The Board never voted to select Auditor 1 to be Upright Trusts independent public accountant. 165. Despite the Board never voting to select Auditor 1 to be Upright Trusts independent public accountant, on December 23, 2022, Chiueh signed, certified, and approved for filing with the Commission Upright Trusts annual report for the period ending September 30, 2022, which included financial statements signed by Auditor 1. 166. Defendants knew, or recklessly disregarded, that Chiueh, not the independent trustees, decided to retain Auditor 1. In addition, Chiueh, as Board Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 35 of 51 PageID: 100",comp26286.pdf
36,"36 chairman, knew, or recklessly disregarded, that no Board vote occurred to retain Auditor 1. 167. Defendants provided substantial assistance to Upright Trusts violation by making the decision to hire Auditor 1 themselves. FIRST CLAIM FOR RELIEF Violations of Securities Act Sections 17(a)(1) and (3) (Both Defendants) 168. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 169. Defendants, directly or indirectly, singly or in concert, in the offer or sale of securities and by the use of the means or instruments of transportation or communication in interstate commerce or the mails, (i) knowingly or recklessly have employed one or more devices, schemes or artifices to defraud, and/or (ii) knowingly, recklessly, or negligently have engaged in one or more transactions, practices, or courses of business which operated or would operate as a fraud or deceit upon the purchaser. 170. By reason of the foregoing, Defendants, directly or indirectly, singly or in concert, have violated and, unless enjoined, will again violate Securities Act Sections 17(a)(1) and (3) [15 U.S.C.  77q(a)(1) and 77q(a)(3)]. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 36 of 51 PageID: 101",comp26286.pdf
37,"37 SECOND CLAIM FOR RELIEF Violations of Exchange Act Section 10(b) and Rules 10b-5(a) and (c) Thereunder (Both Defendants) 171. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 172. Defendants, directly or indirectly, singly or in concert, in connection with the purchase or sale of securities and by the use of means or instrumentalities of interstate commerce, or the mails, or the facilities of a national securities exchange, knowingly or recklessly have (i) employed one or more devices, schemes, or artifices to defraud, and/or (ii) engaged in one or more acts, practices, or courses of business which operated or would operate as a fraud or deceit upon other persons. 173. By reason of the foregoing, Defendants, directly or indirectly, singly or in concert, violated and, unless enjoined, will again violate Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rules 10b-5(a) and (c) thereunder [17 C.F.R.  240.10b-5(a) and 240.10b-5(c)]. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 37 of 51 PageID: 102",comp26286.pdf
38,"38 THIRD CLAIM FOR RELIEF Violations of Advisers Act Sections 206(1) and (2) (Both Defendants) 174. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 175. At all relevant times, Defendants were investment advisers under Advisers Act Section 202(a)(11) [15 U.S.C.  80b-2(a)(11)]. Defendants owed the Fund a fiduciary duty of utmost good faith and had an affirmative duty to make full and fair disclosures of all material facts, as well as a duty to act in the Funds best interests. 176. Defendants, by use of the mails or any means or instrumentality of interstate commerce, directly or indirectly have: (i) knowingly or recklessly employed one or more devices, schemes, or artifices to defraud any client or prospective client, and/or (ii) knowingly, recklessly, or negligently engaged in one or more transactions, practices, and courses of business which operated or would operate as a fraud or deceit upon any client or prospective client. 177. By reason of the foregoing, Defendants, directly or indirectly, singly or in concert, violated and, unless enjoined, will again violate Advisers Act Sections 206(1) and (2) [15 U.S.C.  80b-6(1) and 80b-6(2)]. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 38 of 51 PageID: 103",comp26286.pdf
39,"39 FOURTH CLAIM FOR RELIEF Violations of Section 15(c) of the Investment Company Act (Both Defendants) 178. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 130, and paragraphs 131 through 155. 179. Upright Trust is an investment company as defined by Section 3(a)(1) of the Investment Company Act [15 U.S.C.  80a-3(a)(1)]. 180. At all relevant times, Defendants were investment advisers under Advisers Act Section 202(a)(11) [15 U.S.C.  80b-2(a)(11)]. 181. Under Investment Company Act Section 15(c) [15 U.S.C.  80a- 15(c)], investment advisers of a registered investment company are required to furnish such information as may reasonably be necessary to evaluate the terms of any contract whereby a person undertakes regularly to serve or act as investment adviser of such company. 182. Defendants failed to furnish the Board with information prior to or during its meetings to evaluate whether to renew the advisory contract between Upright and Upright Trust, apart from information about fund performance. 183. By reason of the foregoing, Defendants, directly or indirectly, singly or in concert, violated and, unless enjoined, will again violate Investment Company Act Section 15(c) [15 U.S.C.  80a-15(c)]. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 39 of 51 PageID: 104",comp26286.pdf
40,"40 FIFTH CLAIM FOR RELIEF Violations of Securities Act Section 17(a)(2) (Chiueh) 184. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 185. Chiueh directly or indirectly, singly or in concert, in the offer or sale of securities and by the use of the means or instruments of transportation or communication in interstate commerce or the mails, knowingly, recklessly, or negligently has obtained money or property by means of one or more untrue statement of material fact or omission of a material fact necessary in order to make the statements made, in light of the circumstances under which they were made, not misleading. 186. By reason of the foregoing, Chiueh, directly or indirectly, singly or in concert, violated and, unless enjoined, will again violate Securities Act Section 17(a)(2) [15 U.S.C.  77q(a)(2)]. SIXTH CLAIM FOR RELIEF Violations of Exchange Act Section 10(b) and Rule 10b-5(b) Thereunder (Chiueh) 187. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 188. Chiueh, directly or indirectly, singly or in concert, in connection with the purchase or sale of securities and by the use of means or instrumentalities of Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 40 of 51 PageID: 105",comp26286.pdf
41,"41 interstate commerce, or the mails, or the facilities of a national securities exchange, knowingly or recklessly has made one or more untrue statements of a material fact or omitted to state one or more material facts necessary in order to make the statements made, in the light of the circumstances under which they were made, not misleading. 189. By reason of the foregoing, Chiueh, directly or indirectly, singly or in concert, violated and, unless enjoined, will again violate Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rule 10b-5(b) [17 C.F.R.  240.10b-5(b)]. SEVENTH CLAIM FOR RELIEF Violations of Advisers Act Section 206(4) and Rule 206(4)-8(a)(1) Thereunder (Chiueh) 190. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 191. At all relevant times, Chiueh was an investment adviser, under Advisers Act Section 202(a)(11) [15 U.S.C.  80b-2(a)(11)], to the Fund, a pooled investment vehicle as defined in Rule 206(4)-8(b) [17 C.F.R.  275.206(4)-8(b)]. 192. Chiueh, through use of the mails or means or instrumentalities of interstate commerce, directly or indirectly, engaged in transactions, practices, and courses of business that were fraudulent, deceptive, and manipulative. 193. Chiueh knowingly, recklessly, or negligently made one or more untrue statements of a material fact or omitted to state one or more material facts Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 41 of 51 PageID: 106",comp26286.pdf
42,"42 necessary in order to make the statements made, in light of the circumstances under which they were made, not misleading, to any investor or prospective investor in the pooled investment vehicle. 194. By reason of the foregoing, Chiueh, directly or indirectly, singly or in concert, violated and, unless enjoined, will again violate Advisers Act Section 206(4) [15 U.S.C.  80b-6(4)] and Rule 206(4)-8(a)(1) thereunder [17 C.F.R.  275.206(4)-8(a)(1)]. EIGHTH CLAIM FOR RELIEF Aiding and Abetting Violations of Securities Act Section 17(a)(2) (Chiueh) 195. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 196. As alleged above, Upright Trust violated Securities Act Section 17(a)(2) [15 U.S.C.  77q(a)(2)]. 197. Chiueh knowingly or recklessly provided substantial assistance to Upright Trust with respect to its violations of Securities Act Section 17(a)(2) [15 U.S.C.  77q(a)(2)]. 198. By reason of the foregoing, Chiueh is liable pursuant to Securities Act Section 15(b) [15 U.S.C.  77o(b)] for aiding and abetting Upright Trusts violations of Securities Act Section 17(a)(2) [15 U.S.C.  77q(a)(2)] and, unless enjoined, Chiueh will again aid and abet these violations. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 42 of 51 PageID: 107",comp26286.pdf
43,"43 NINTH CLAIM FOR RELIEF Aiding and Abetting Violations of Exchange Act Section 10(b) and Rule 10b-5(b) Thereunder (Chiueh) 199. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 167. 200. As alleged above, Upright Trust violated Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rule 10b-5(b) thereunder [17 C.F.R.  240.10b-5(b)]. 201. Chiueh knowingly or recklessly provided substantial assistance to Upright Trust with respect to its violations of Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rule 10b-5(b) thereunder [17 C.F.R.  240.10b-5(b)]. 202. By reason of the foregoing, Chiueh is liable pursuant to Exchange Act Section 20(e) [15 U.S.C.  78t(e)] for aiding and abetting Upright Trusts violations of Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rule 10b-5(b) thereunder [17 C.F.R.  240.10b-5(b)] and, unless enjoined, Chiueh will again aid and abet these violations. TENTH CLAIM FOR RELIEF Aiding and Abetting Violation of Investment Company Act Section 13(a)(3) (Both Defendants) 203. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 130. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 43 of 51 PageID: 108",comp26286.pdf
44,"44 204. Upright Trust is an investment company as defined by Investment Company Act Section 3(a)(1) [15 U.S.C.  80a-3(a)(1)], of which the Fund is a series. 205. Upright Trust, without shareholder authorization, deviated from its policy in respect of concentration of investments in any particular industry or group of industries as recited in its registration statement, deviated from any investment policy which is changeable only if authorized by shareholder vote, and deviated from any policy recited in its registration statement pursuant to Investment Company Act Section 8(b)(3) [15 U.S.C.  80a-8(b)(3)]. 206. By reason of the foregoing, the Upright Trust violated Investment Company Act Section 13(a)(3) [15 U.S.C.  80a-13(a)(3)]. 207. Defendants knowingly or recklessly provided substantial assistance to Upright Trusts violations of Investment Company Act Section 13(a)(3) [15 U.S.C.  80a-13(a)(3)]. 208. By reason of the foregoing, Defendants are liable pursuant to Investment Company Act Section 48(b) [15 U.S.C.  80a-47(b)] for aiding and abetting Upright Trusts violations of Investment Company Act Section 13(a)(3) [15 U.S.C.  80a-13(a)(3)] and, unless enjoined, Defendants will again aid and abet these violations. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 44 of 51 PageID: 109",comp26286.pdf
45,"45 ELEVENTH CLAIM FOR RELIEF Aiding and Abetting Violation of Investment Company Act Section 32(a)(1) (Both Defendants) 209. The Commission re-alleges and incorporates by reference here the allegations in paragraphs 1 through 33, and paragraphs 156 through 167. 210. Upright Trust is an investment company as defined by Investment Company Act Section 3(a)(1) [15 U.S.C.  80a-3(a)(1)]. 211. Upright Trust filed with the Commission financial statements signed or certified by an independent public accountant who was not selected at a meeting held within thirty days before or after the beginning of the fiscal year or before the annual meeting of stockholders in that year by the vote, cast in person, of a majority of those members of the board of directors who are not interested persons of Upright Trust. 212. By reason of the foregoing, the Upright Trust violated Investment Company Act Section 32(a)(1) [15 U.S.C.  80a-31(a)(1)]. 213. Defendants knowingly or recklessly provided substantial assistance to Upright Trusts violations of Investment Company Act Section 32(a)(1) [15 U.S.C.  80a-31(a)(1)]. 214. By reason of the foregoing, Defendants are liable pursuant to Investment Company Act Section 48(b) [15 U.S.C.  80a-47(b)] for aiding and abetting Upright Trusts violations of Investment Company Act Section 32(a)(1) Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 45 of 51 PageID: 110",comp26286.pdf
46,"46 [15 U.S.C.  80a-31(a)(1)] and, unless enjoined, Defendants will again aid and abet these violations. PRAYER FOR RELIEF WHEREFORE, the Commission respectfully requests that the Court enter a Final Judgment: I. Permanently enjoining Defendants, and their agents, servants, employees and attorneys and all persons in active concert or participation with any of them from violating, directly or indirectly, Securities Act Sections 17(a)(1) and (3) [15 U.S.C.  77q(a)(1) and 77q(a)(3)], Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rules 10b-5(a) and (c) thereunder [17 C.F.R.  240.10b-5(a) and 240.10b-5(c)], Investment Company Act Sections 13(a)(3), 15(c), and 32(a) [15 U.S.C.  80a-13(a), 80a-15(c), 80a-31], and Advisers Act Sections 206(1) and (2) [15 U.S.C.  80b-6(1) and 80b-6(2)] and Rule 206(4)-8(a)(1) thereunder [17 C.F.R.  275.206(4)-8(a)(1)]; II. Permanently enjoining Chiueh, and his agents, servants, employees and attorneys and all persons in active concert or participation with any of them from violating, directly or indirectly, Securities Act Section 17(a)(2) [15 U.S.C.  77q(a)(2)], Exchange Act Section 10(b) [15 U.S.C.  78j(b)] and Rule 10b-5(b) Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 46 of 51 PageID: 111",comp26286.pdf
47,"47 thereunder [17 C.F.R.  240.10b-5(b)], and Advisers Act Section 206(4) [15 U.S.C.  80b-6(4)] and Rule 206(4)-8(a)(1) thereunder [17 C.F.R.  275.206(4)-8(a)(1)]; III. Ordering Defendants to disgorge all ill-gotten gains they received directly or indirectly, with pre-judgment interest thereon, as a result of the alleged violations, pursuant to Exchange Act Sections 21(d)(5) and 21(d)(7) [15 U.S.C.  78u(d)(5) and 78u(d)(7)], and Section 9(e) of the Investment Company Act [15 U.S.C. 80a- 9(e)]; IV. Ordering Defendants to pay civil monetary penalties under Securities Act Section 20(d) [15 U.S.C.  77t(d)], Exchange Act Section 21(d)(3) [15 U.S.C.  78u(d)(3)], Advisers Act Section 209(e) [15 U.S.C.  80b-9(e)], and Investment Company Act Section 42(e) [15 U.S.C.  80a-41(e)]; V. Granting any other and further relief this Court may deem just and proper. Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 47 of 51 PageID: 112",comp26286.pdf
48,"48 JURY DEMAND The Commission demands a trial by jury. Dated: New York, New York April 11, 2025 /s/ Debra Jaroslawicz Corey A. Schuster Lee A. Greenwood Debra Jaroslawicz Stephen B. Holden Ming Ming Yang Attorneys for Plaintiff SECURITIES AND EXCHANGE COMMISSION New York Regional Office 100 Pearl Street Suite 20-100 New York, NY 10004-2616 212-336-0142 (Jaroslawicz) JaroslawiczD@sec.gov Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 48 of 51 PageID: 113",comp26286.pdf
49,"LOCAL RULE 11.2 CERTIFICATION Pursuant to Local Civil Rule 11.2, I certify that the matter in controversy alleged against the Defendants in the foregoing Complaint is not the subject of any other civil action pending in any court, or of any pending arbitration or administrative proceeding. Dated: New York, New York April 11, 2025 /s/ Debra Jaroslawicz Corey A. Schuster Lee A. Greenwood Debra Jaroslawicz Stephen B. Holden Ming Ming Yang Attorneys for Plaintiff SECURITIES AND EXCHANGE COMMISSION New York Regional Office 100 Pearl Street Suite 20-100 New York, NY 10004-2616 212-336-0142 (Jaroslawicz) JaroslawiczD@sec.gov Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 49 of 51 PageID: 114",comp26286.pdf
50,"UNITED STATES DISTRICT COURT DISTRICT OF NEW JERSEY SECURITIES AND EXCHANGE COMMISSION, Plaintiff, -against- DAVID YOW SHANG CHIUEH and UPRIGHT FINANCIAL CORP., Defendants. 25 Civ. 1920 DESIGNATION OF AGENT FOR SERVICE Pursuant to Local Civil Rule 101.1(f), because the Commission does not have an office in this District, the undersigned hereby designates the United States Attorneys Office for the District of New Jersey as eligible as an alternative to the Commission to receive service of all notices or papers in this action. Therefore, service upon the United States or its authorized designee, designee, David E. Dauenheimer, Deputy Chief, Health Care Fraud Unit, United States Attorneys Office for the District of New Jersey, 970 Broad Street, Suite Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 50 of 51 PageID: 115",comp26286.pdf
51,"2 700, Newark, NJ 07102 shall constitute service upon the Commission for purposes of this action. Dated: New York, New York April 11, 2025 /s/ Debra Jaroslawicz Corey A. Schuster Lee A. Greenwood Debra Jaroslawicz Stephen B. Holden Ming Ming Yang Attorneys for Plaintiff SECURITIES AND EXCHANGE COMMISSION New York Regional Office 100 Pearl Street Suite 20-100 New York, NY 10004-2616 212-336-0142 (Jaroslawicz) JaroslawiczD@sec.gov Case 2:25-cv-01920-BRM-CLW Document 9 Filed 04/11/25 Page 51 of 51 PageID: 116",comp26286.pdf
1,"IN THE UNITED STATES DISTRICT COURT FOR THE NORTHERN DISTRICT OF ILLINOIS EASTERN DIVISION LAST ATLANTIS CAPITAL LLC, et al., Plaintiffs, v. AGS SPECIALIST PARTNERS, et al., Defendants. ) ) ) ) ) ) Nos. 04 C 397 ) 05 C 5600 ) 05 C 5671 ) ) ) ) MEMORANDUM OPINION AND ORDER Presently before me is a motion by Knight Financial Products, LLC (Knight) for summary judgment. In that motion, Knight argues for dismissal of the Rule 10b-5 claim against it, and also argues that I should decline to exercise jurisdiction over any remaining state law claims. Both Knight and plaintiffs have inundated this court with filings related to Knights motion for summary judgment. In addition to filing a response to Knights motion, plaintiffs have also filed a Rule 56(f) affidavit, in which plaintiffs counsel avers both that plaintiffs response is adequate to defeat Knights motion and that plaintiffs require additional discovery to adequately respond to Knights motion. I have reviewed these submissions, and conclude that summary judgment is warranted here. Thus, Knights motion for summary judgment is granted. In addition, I reject plaintiffs request that they should be entitled to take more discovery before responding to Knights motion. Case: 1:04-cv-00397 Document #: 759 Filed: 03/26/10 Page 1 of 20 PageID #:<pageID>",USCOURTS-ilnd-1_04-cv-00397-5.pdf
